카자, 85, 192
나차, 74, 150
하카, 54, 160
타라, 46, 178
자차, 77, 172
다차, 85, 195
파차, 89, 194
자사, 53, 155
나차, 87, 176
마타, 51, 143
바아, 41, 169
카바, 98, 166
라사, 70, 153
차가, 65, 199
마타, 98, 183
바라, 56, 178
아다, 59, 164
자아, 51, 183
사아, 64, 171
차자, 47, 181
사마, 65, 156
사아, 77, 165
아하, 43, 150
마사, 40, 160
바라, 88, 163
타자, 91, 155
자타, 71, 164
사차, 72, 146
사자, 52, 144
차하, 46, 170
하라, 64, 143
바마, 64, 194
라나, 50, 143
나다, 82, 189
파마, 84, 163
하가, 59, 167
사차, 96, 183
하나, 87, 162
다라, 99, 143
파다, 52, 183
타바, 80, 146
가카, 85, 186
라가, 58, 187
차사, 70, 149
카마, 80, 153
하아, 55, 186
아바, 91, 171
나라, 86, 194
다파, 72, 165
다하, 74, 177
카가, 64, 172
하자, 93, 193
파나, 71, 188
자가, 43, 176
차바, 40, 176
아마, 74, 196
카차, 63, 177
가나, 74, 161
타라, 75, 153
라마, 76, 159
가사, 78, 168
가차, 57, 167
바타, 88, 195
자사, 76, 156
마나, 85, 193
카차, 53, 143
마마, 55, 152
아사, 92, 167
가라, 71, 192
차가, 55, 164
나하, 66, 176
타바, 62, 151
타카, 40, 172
가라, 67, 170
하다, 47, 164
차다, 71, 152
나다, 82, 145
카가, 78, 196
타사, 63, 160
가하, 83, 157
하파, 47, 199
가하, 67, 188
파파, 91, 198
자마, 77, 150
나나, 46, 192
차차, 70, 184
나가, 76, 150
바차, 96, 198
다마, 65, 159
사차, 88, 146
바라, 77, 161
라라, 75, 198
파사, 59, 164
라타, 79, 149
마타, 80, 158
나라, 82, 190
하하, 47, 197
가라, 45, 161
사바, 71, 178
아다, 65, 143
자사, 58, 161
마차, 67, 171
가하, 98, 140
아타, 78, 167
카나, 97, 145
가사, 70, 150
아카, 72, 167
카타, 71, 192
차차, 85, 179
나파, 90, 190
아바, 83, 191
카사, 88, 149
차바, 99, 197
차자, 84, 181
하카, 76, 175
하라, 98, 164
라가, 78, 152
차타, 92, 186
차마, 56, 145
파하, 93, 187
사하, 92, 185
라하, 92, 153
하라, 69, 156
하라, 75, 164
라가, 82, 167
라차, 95, 188
아나, 55, 172
나사, 48, 178
바자, 44, 185
자사, 71, 173
가자, 75, 194
카바, 52, 141
하차, 54, 196
자바, 73, 195
자자, 50, 166
하아, 84, 149
나라, 60, 175
카타, 83, 146
사나, 43, 155
마하, 47, 140
라나, 54, 153
타차, 83, 148
라자, 46, 191
라하, 89, 149
가사, 99, 192
라마, 99, 174
아차, 98, 169
사하, 42, 168
마라, 81, 157
타차, 69, 145
하차, 65, 169
카파, 46, 175
다파, 75, 181
하하, 95, 159
가나, 57, 164
하카, 90, 197
나차, 49, 165
파파, 49, 171
마바, 89, 162
차다, 88, 172
자나, 67, 199
하다, 82, 167
마자, 89, 172
마파, 72, 191
나가, 79, 176
사바, 51, 156
자나, 91, 146
카차, 43, 197
차라, 48, 198
파라, 95, 178
가아, 40, 153
타하, 64, 168
가차, 83, 183
자카, 41, 153
하라, 83, 190
사자, 55, 168
자마, 53, 172
카사, 54, 179
파타, 40, 146
아타, 74, 150
차차, 52, 188
파자, 96, 168
타라, 69, 158
바파, 84, 155
파다, 97, 193
카아, 86, 166
자파, 58, 174
라가, 49, 182
카파, 48, 141
나하, 46, 146
카바, 45, 175
자사, 80, 176
자마, 54, 153
카가, 80, 154
바다, 44, 195
마다, 61, 149
가자, 90, 171
하차, 94, 164
차나, 64, 186
바아, 68, 197
다파, 62, 148
자나, 77, 144
다사, 42, 183
자하, 94, 144
차파, 91, 163
타파, 70, 198
하바, 61, 158
아하, 65, 164
하다, 46, 143
가마, 93, 183
나아, 68, 153
나바, 48, 160
바하, 40, 148
나나, 87, 149
라차, 72, 191
마자, 80, 163
타차, 80, 166
다하, 91, 196
바차, 86, 195
라차, 96, 168
바자, 85, 156
아바, 89, 164
차라, 92, 151
차아, 91, 195
나가, 59, 180
나차, 44, 149
타카, 57, 195
차가, 59, 168
나마, 85, 197
라하, 46, 171
바다, 84, 186
바자, 90, 152
차바, 82, 199
다마, 90, 153
마바, 67, 155
사타, 75, 154
가아, 94, 173
아라, 59, 148
하아, 59, 163
아파, 67, 154
차다, 58, 188
자사, 70, 178
다사, 55, 151
바자, 41, 172
타라, 93, 176
사타, 74, 156
아라, 55, 188
다마, 47, 161
자바, 67, 198
타아, 68, 158
카다, 58, 151
하나, 64, 152
마사, 65, 187
차아, 96, 158
나바, 57, 169
자자, 73, 145
가타, 44, 188
사차, 78, 160
마바, 67, 178
아라, 84, 180
차바, 91, 178
가가, 40, 194
차마, 83, 168
사카, 49, 175
파타, 49, 181
사나, 67, 173
바가, 94, 198
파아, 90, 141
사카, 71, 183
차카, 93, 165
타차, 45, 194
파마, 98, 197
타파, 79, 155
차파, 99, 163
바아, 80, 199
자가, 70, 151
하파, 64, 160
파바, 83, 141
차나, 76, 171
사다, 86, 145
차자, 89, 166
아타, 85, 192
타사, 71, 144
하하, 67, 194
다하, 88, 152
다마, 44, 161
나파, 90, 140
파가, 79, 187
가하, 62, 177
카마, 61, 155
사사, 42, 192
카사, 82, 190
자파, 75, 171
아다, 85, 161
다타, 60, 185
카라, 98, 140
나바, 66, 163
나파, 52, 181
타바, 90, 161
사하, 90, 171
다사, 40, 177
차사, 69, 196
나아, 42, 169
하마, 57, 142
다아, 90, 168
타마, 99, 159
차차, 48, 155
라마, 54, 189
파차, 77, 195
자타, 54, 189
다가, 79, 178
가사, 97, 148
하카, 86, 154
마다, 83, 190
아나, 51, 144
아자, 96, 171
마아, 98, 168
파하, 84, 158
나자, 57, 156
바마, 69, 174
자차, 99, 189
사파, 51, 151
가나, 84, 180
가파, 54, 149
라라, 71, 185
자라, 96, 198
다바, 91, 181
라하, 78, 174
가차, 68, 173
아라, 72, 147
차다, 84, 160
파자, 99, 157
자바, 45, 148
카차, 87, 157
카카, 67, 196
아바, 82, 174
타자, 76, 173
나라, 85, 146
하다, 83, 167
카사, 83, 163
라나, 80, 159
마사, 60, 174
자바, 98, 192
라차, 98, 176
파아, 45, 140
파가, 82, 175
차자, 41, 175
다하, 68, 168
타라, 45, 198
파다, 57, 149
다아, 78, 179
나다, 43, 180
하사, 87, 166
타마, 72, 186
아바, 56, 171
파아, 85, 186
하바, 62, 140
사다, 58, 157
마다, 68, 146
마사, 47, 181
가자, 51, 154
아자, 41, 141
하바, 62, 169
가차, 96, 163
다하, 56, 169
카라, 45, 170
아바, 46, 179
바사, 95, 179
마바, 49, 152
차마, 85, 176
마자, 50, 187
마카, 54, 196
나아, 68, 166
사파, 78, 181
라카, 59, 189
가마, 81, 142
타다, 71, 180
마다, 76, 157
하차, 90, 180
차타, 83, 159
차아, 90, 154
자차, 64, 144
자하, 85, 167
타마, 54, 182
아파, 57, 191
나하, 90, 155
카다, 86, 195
차하, 48, 154
차라, 64, 177
아사, 58, 161
마하, 47, 153
다나, 71, 165
하아, 85, 190
하라, 93, 149
타다, 69, 148
마하, 86, 189
사아, 75, 165
하타, 61, 159
사마, 47, 182
나타, 61, 157
하자, 91, 193
다파, 67, 168
자카, 80, 179
사타, 92, 185
사차, 89, 187
라바, 96, 185
카다, 70, 146
하사, 72, 186
사타, 52, 145
타자, 59, 184
가자, 53, 154
마파, 93, 140
차마, 73, 194
바아, 45, 159
라자, 99, 157
다나, 42, 159
카사, 75, 178
차마, 75, 192
라다, 65, 160
마아, 57, 162
카나, 63, 175
바나, 59, 189
파차, 95, 164
자바, 91, 189
타마, 56, 147
타카, 52, 143
하가, 79, 146
가라, 71, 190
아하, 54, 192
카라, 45, 159
바라, 52, 147
라라, 86, 194
바다, 92, 163
차마, 51, 181
하나, 64, 171
라차, 44, 168
파라, 66, 173
파자, 95, 166
파사, 50, 181
타하, 75, 180
아가, 93, 163
하아, 85, 186
타파, 64, 159
하다, 79, 155
다카, 80, 152
사하, 80, 179
파다, 83, 155
바차, 77, 179
바가, 41, 164
하가, 45, 197
파하, 46, 163
차바, 60, 177
아타, 72, 152
자파, 97, 172
자라, 44, 195
아나, 90, 186
자나, 70, 178
아다, 51, 174
타바, 70, 187
사차, 68, 158
바라, 49, 158
파자, 66, 146
타마, 89, 164
라라, 84, 169
사다, 80, 146
다다, 97, 148
자라, 41, 198
가카, 90, 146
차마, 96, 189
나나, 71, 146
하자, 43, 169
차타, 44, 168
자자, 62, 177
카다, 46, 172
타마, 50, 146
하바, 90, 198
가차, 69, 155
차타, 81, 170
라하, 67, 199
가사, 49, 143
하타, 47, 149
마사, 73, 161
아가, 69, 166
다타, 73, 156
하다, 72, 180
차파, 76, 184
자사, 91, 172
하자, 58, 188
자사, 89, 188
파카, 48, 196
마아, 89, 180
사타, 87, 165
카아, 68, 155
라타, 67, 156
자사, 46, 183
파바, 84, 189
아타, 95, 191
가바, 88, 147
나파, 72, 143
사라, 91, 189
나아, 80, 190
가타, 64, 165
하자, 95, 157
하아, 44, 159
라타, 73, 175
파바, 55, 185
하차, 55, 179
하차, 88, 156
카나, 98, 151
다자, 59, 178
하아, 40, 176
바아, 82, 183
다바, 67, 147
다하, 65, 174
나사, 47, 181
사바, 83, 191
사차, 41, 193
마파, 81, 169
카다, 40, 177
나카, 45, 188
차아, 42, 163
차마, 44, 141
차라, 72, 141
파차, 55, 167
카라, 92, 196
가자, 99, 194
바다, 98, 149
마자, 84, 196
카나, 49, 169
아나, 53, 142
타바, 50, 141
하사, 94, 161
사파, 48, 192
마사, 90, 188
타사, 60, 198
파사, 96, 198
라타, 75, 185
카사, 42, 177
마자, 46, 144
파가, 72, 176
사다, 91, 199
카사, 88, 151
사라, 65, 150
아파, 53, 173
다차, 43, 163
라차, 75, 171
아다, 57, 167
사아, 91, 192
가차, 44, 144
마하, 69, 162
나타, 71, 182
파타, 73, 154
바차, 74, 146
타사, 95, 183
타바, 43, 171
카바, 66, 169
카아, 63, 196
사가, 94, 173
바사, 48, 193
타사, 80, 176
나라, 93, 187
차나, 42, 176
차다, 48, 161
타타, 95, 142
아아, 87, 194
차하, 73, 193
다바, 54, 181
나하, 91, 173
가타, 86, 194
차라, 85, 196
하라, 89, 156
사사, 60, 173
다아, 42, 181
가차, 92, 150
사카, 87, 149
자자, 71, 198
다바, 97, 154
차마, 59, 181
라나, 88, 146
가하, 81, 150
다사, 65, 189
나파, 40, 171
사차, 50, 156
나나, 40, 166
다아, 42, 156
아파, 70, 180
라아, 95, 149
라차, 43, 146
사다, 55, 197
차다, 50, 178
사다, 47, 155
사카, 84, 162
파자, 67, 142
카사, 53, 149
라사, 63, 172
다자, 72, 162
나아, 75, 156
파가, 61, 186
라아, 90, 180
마나, 46, 184
바자, 56, 160
차가, 44, 153
바나, 44, 187
타다, 46, 155
타라, 54, 181
아사, 91, 168
자사, 65, 181
하아, 99, 197
라차, 79, 198
가바, 63, 179
차나, 97, 140
자차, 66, 194
라차, 74, 164
아파, 65, 181
사카, 67, 149
나사, 52, 185
가가, 54, 141
라파, 53, 176
카파, 79, 169
자사, 57, 185
마차, 69, 177
마자, 56, 142
나마, 67, 156
다파, 85, 147
라마, 87, 174
마마, 99, 146
카자, 69, 193
다하, 67, 140
사나, 49, 181
타다, 96, 156
라파, 95, 196
아타, 65, 153
가바, 98, 190
하타, 96, 141
가아, 60, 158
차아, 75, 186
차나, 84, 159
차타, 78, 185
라하, 97, 169
라아, 92, 187
파하, 84, 156
타바, 71, 190
차나, 68, 148
바타, 68, 189
가다, 62, 156
바가, 69, 197
다다, 46, 140
파아, 59, 171
나다, 90, 158
하카, 50, 182
카다, 99, 182
아카, 75, 191
하가, 46, 160
나사, 84, 159
라나, 64, 193
하사, 58, 193
자자, 74, 191
라카, 55, 150
나라, 86, 189
아차, 71, 143
가타, 92, 167
차나, 80, 161
사파, 94, 184
카아, 67, 168
카바, 54, 176
카자, 95, 154
가마, 74, 198
가나, 81, 169
바타, 92, 184
나마, 74, 156
라바, 69, 152
자카, 50, 145
마하, 40, 179
하나, 99, 180
아타, 75, 191
다라, 97, 173
가하, 97, 178
타나, 68, 186
바카, 60, 199
차가, 65, 141
가자, 57, 145
바사, 53, 177
사하, 84, 182
사파, 61, 176
다아, 48, 158
파하, 80, 198
사차, 58, 191
타나, 51, 194
차마, 50, 156
하타, 88, 166
사하, 75, 167
카자, 93, 198
카차, 81, 177
사가, 73, 155
사카, 79, 174
바파, 62, 145
사라, 49, 195
파타, 64, 188
아자, 86, 184
바마, 53, 194
자하, 94, 164
다사, 68, 174
마나, 72, 167
나차, 83, 142
아라, 47, 196
차하, 78, 155
라다, 42, 186
나다, 85, 140
하나, 72, 171
라나, 82, 193
다파, 94, 185
가가, 90, 173
나아, 97, 143
라타, 43, 162
사마, 60, 144
바다, 75, 164
나아, 47, 157
자사, 41, 144
파사, 66, 168
가다, 94, 180
다타, 59, 183
하파, 41, 191
바라, 63, 145
파차, 81, 191
하하, 48, 156
아사, 43, 148
타아, 59, 162
사나, 55, 163
라가, 77, 162
차하, 96, 164
차아, 55, 152
라차, 70, 173
라사, 80, 148
카아, 66, 173
사라, 64, 186
나타, 41, 153
아다, 81, 196
다카, 46, 148
바자, 49, 171
라파, 82, 155
바타, 41, 168
파아, 54, 140
가바, 67, 179
라다, 60, 154
카마, 95, 147
라바, 93, 151
아하, 67, 186
가타, 60, 142
마라, 84, 153
다나, 45, 188
하나, 41, 179
파다, 52, 149
라가, 74, 199
하타, 64, 174
타아, 85, 149
자다, 41, 152
타하, 80, 188
가파, 41, 160
바바, 49, 163
마파, 68, 180
사나, 68, 162
바사, 83, 146
하아, 70, 167
자가, 76, 166
하카, 48, 175
라다, 75, 160
하라, 43, 182
바자, 50, 199
카사, 52, 198
다바, 42, 184
마아, 47, 142
바라, 64, 161
마타, 59, 151
파파, 64, 160
아아, 43, 189
마파, 70, 193
바마, 90, 165
하마, 97, 188
아바, 89, 163
자가, 83, 197
가다, 41, 165
파마, 56, 184
라나, 42, 169
사라, 93, 143
하카, 55, 185
파아, 63, 153
하자, 91, 163
아하, 51, 151
타하, 43, 175
자라, 44, 145
자바, 57, 186
다가, 80, 185
바바, 88, 171
가타, 71, 169
파파, 81, 148
타바, 46, 172
나가, 83, 156
